|,|__name,|__cost,|__colors__001,|__colors__002,|__colors__003
Pennsylvania,University of the Arts,73318,#C60C30,#000000,
Pennsylvania,University of Valley Forge,35920,#14334F,#FFFFFF,
Pennsylvania,UPMC Jameson School of Nursing,15498,#4D104A,#C7B4E2,
Pennsylvania,UPMC Mercy School of Nursing,23106,#4D104A,#C7B4E2,
Pennsylvania,UPMC Shadyside School of Nursing,16190,#4D104A,#C7B4E2,
Pennsylvania,UPMC St. Margaret School of Nursing,16190,#4D104A,#C7B4E2,
Pennsylvania,Ursinus College,74260,#E31837,#FFC72C,
Pennsylvania,Valley Forge Military College,49176,,,
Pennsylvania,Vet Tech Institute,16920,,,
Pennsylvania,Villanova University,81597,#003366,#7092BE,
Pennsylvania,Walnut Hill College,35650,,,
Pennsylvania,Washington & Jefferson College,42095,#B61C34,#000000,
Pennsylvania,Waynesburg University,41760,#FFB81C,#231F20,
Pennsylvania,West Chester University of Pennsylvania,23161,#512D6D,#FFD400,
Pennsylvania,West Virginia Junior College-United Career Institute,14070,,,
Pennsylvania,Western Pennsylvania Hospital School of Nursing,21636,,,
Pennsylvania,Westminster College,51850,#0066B3,#A1C6EA,
Pennsylvania,Westmoreland County Community College,10224,,,
Pennsylvania,Widener University,69168,#003366,#FFD200,
Pennsylvania,Wilkes University,58292,,,
Pennsylvania,Williamson College of the Trades,35858,,,
Pennsylvania,Wilson College,39162,,,
Pennsylvania,Yeshivath Beth Moshe,14100,,,
Pennsylvania,York College of Pennsylvania,37386,,,
Rhode_Island,"Brown University, Providence, RI ",84828,,,
Rhode_Island,"Bryant University, Smithfield, RI ",68107,,,
Rhode_Island,"College Unbound, Providence, RI ",10488,,,
Rhode_Island,"Community College of Rhode Island, Warwick, RI ",14210,,,
Rhode_Island,"Johnson & Wales University-Online, Providence, RI ",13365,,,
Rhode_Island,"Johnson & Wales University-Providence, Providence, RI ",59184,,,
Rhode_Island,"New England Institute of Technology, East Greenwich, RI ",52665,,,
Rhode_Island,"Providence College, Providence, RI ",77998,,,
Rhode_Island,"Rhode Island College, Providence, RI ",40238,,,
Rhode_Island,"Rhode Island School of Design, Providence, RI ",75610,,,
Rhode_Island,"Roger Williams University, Bristol, RI ",59356,,,
Rhode_Island,"Salve Regina University, Newport, RI ",65430,,,
Rhode_Island,"University of Rhode Island, Kingston, RI ",50704,,,
Rhode_Island,"Aiken Technical College, Graniteville, SC ",6916,,,
South_Carolina,"Allen University, Columbia, SC ",22888,,,
South_Carolina,"American College of the Building Arts, Charleston, SC ",20572,,,
South_Carolina,"Anderson University, Anderson, SC ",45870,,,
South_Carolina,"Benedict College, Columbia, SC ",25000,,,
South_Carolina,"Bob Jones University, Greenville, SC ",33300,,,
South_Carolina,"Central Carolina Technical College, Sumter, SC ",9016,,,
South_Carolina,"Charleston Southern University, Charleston, SC ",42620,,,
South_Carolina,"Citadel Military College of South Carolina, Charleston, SC ",46516,,,
South_Carolina,"Claflin University, Orangeburg, SC ",26526,,,
South_Carolina,"Clemson University, Clemson, SC ",52370,,,
South_Carolina,"Clinton College, Rock Hill, SC ",21010,,,
South_Carolina,"Coastal Carolina University, Conway, SC ",41046,,,
South_Carolina,"Coker University, Hartsville, SC ",42736,,,
South_Carolina,"College of Charleston, Charleston, SC ",50890,,,
South_Carolina,"Columbia College, Columbia, SC ",30000,,,
South_Carolina,"Columbia International University, Columbia, SC ",39850,,,
South_Carolina,"Converse University, Spartanburg, SC ",36520,,,
South_Carolina,"Denmark Technical College, Denmark, SC ",21363,,,
South_Carolina,"Erskine College, Due West, SC ",49160,,,
South_Carolina,"Florence-Darlington Technical College, Florence, SC ",6772,,,
South_Carolina,"Fortis College-Columbia, Columbia, SC ",14576,,,
South_Carolina,"Francis Marion University, Florence, SC ",30442,,,
South_Carolina,"Furman University, Greenville, SC ",74180,,,
South_Carolina,"Galen Health Institutes-Myrtle Beach, Myrtle Beach, SC ",15860,,,
South_Carolina,"Greenville Technical College, Greenville, SC ",10657,,,
South_Carolina,"Horry-Georgetown Technical College, Conway, SC ",8836,,,
South_Carolina,"Lander University, Greenwood, SC ",32000,,,
South_Carolina,"Limestone University, Gaffney, SC ",37579,,,
South_Carolina,"Midlands Technical College, West Columbia, SC ",13812,,,
South_Carolina,"Morris College, Sumter, SC ",23604,,,
South_Carolina,"Newberry College, Newberry, SC ",42900,,,
South_Carolina,"North Greenville University, Tigerville, SC ",36120,,,
South_Carolina,"Northeastern Technical College, Cheraw, SC ",6024,,,
South_Carolina,"Orangeburg Calhoun Technical College, Orangeburg, SC ",7970,,,
South_Carolina,"Piedmont Technical College, Greenwood, SC ",6923,,,
South_Carolina,"Presbyterian College, Clinton, SC ",56013,,,
South_Carolina,"South Carolina State University, Orangeburg, SC ",30750,,,
South_Carolina,"South University-Columbia, Columbia, SC ",18238,,,
South_Carolina,"Southeastern College-Charleston, North Charleston, SC ",24184,,,
South_Carolina,"Southeastern College-Columbia, Columbia, SC ",24184,,,
South_Carolina,"Southern Wesleyan University, Central, SC ",38524,,,
South_Carolina,"Spartanburg Community College, Spartanburg, SC ",10110,,,
South_Carolina,"Spartanburg Methodist College, Spartanburg, SC ",31300,,,
South_Carolina,"Strayer University-South Carolina, Greenville, SC ",13920,,,
South_Carolina,"Technical College of the Lowcountry, Beaufort, SC ",11044,,,
South_Carolina,"Tri-County Technical College, Pendleton, SC ",11096,,,
South_Carolina,"Trident Technical College, Charleston, SC ",8606,,,
South_Carolina,"University of South Carolina Aiken, Aiken, SC ",29954,,,
South_Carolina,"University of South Carolina Beaufort, Bluffton, SC ",31586,,,
South_Carolina,"University of South Carolina-Columbia, Columbia, SC ",47492,,,
South_Carolina,"University of South Carolina-Lancaster, Lancaster, SC ",18238,,,
South_Carolina,"University of South Carolina-Salkehatchie, Allendale, SC ",18238,,,
South_Carolina,"University of South Carolina-Sumter, Sumter, SC ",18238,,,
South_Carolina,"University of South Carolina-Union, Union, SC ",18238,,,
South_Carolina,"University of South Carolina-Upstate, Spartanburg, SC ",32585,,,
South_Carolina,"Voorhees University, Denmark, SC ",19975,,,
South_Carolina,"Williamsburg Technical College, Kingstree, SC ",8592,,,
South_Carolina,"Winthrop University, Rock Hill, SC ",40774,,,
South_Carolina,"Wofford College, Spartanburg, SC ",69115,,,
South_Carolina,"York Technical College, Rock Hill, SC ",10824,,,
South_Dakota,"Augustana University, Sioux Falls, SD ",48660,,,
South_Dakota,"Black Hills State University, Spearfish, SD ",19500,,,
South_Dakota,"California Intercontinental University, Sioux Falls, SD ",9054,,,
South_Dakota,"Dakota State University, Madison, SD ",21725,,,
South_Dakota,"Dakota Wesleyan University, Mitchell, SD ",40490,,,
South_Dakota,"Lake Area Technical College, Watertown, SD ",6718,,,
South_Dakota,"Mitchell Technical College, Mitchell, SD ",7524,,,
South_Dakota,"Mount Marty University, Yankton, SD ",42400,,,
South_Dakota,"National American University-Rapid City, Rapid City, SD ",16065,,,
South_Dakota,"Northern State University, Aberdeen, SD ",22247,,,
South_Dakota,"Oglala Lakota College, Kyle, SD ",9884,,,
South_Dakota,"Sinte Gleska University, Mission, SD ",4714,,,
South_Dakota,"Sisseton Wahpeton College, Sisseton, SD ",7330,,,
South_Dakota,"South Dakota School of Mines and Technology, Rapid City, SD ",23600,,,
South_Dakota,"South Dakota State University, Brookings, SD ",22371,,,
South_Dakota,"Southeast Technical College, Sioux Falls, SD ",16054,,,
South_Dakota,"University of Sioux Falls, Sioux Falls, SD ",29700,,,
South_Dakota,"University of South Dakota, Vermillion, SD ",22002,,,
South_Dakota,"Western Dakota Technical College, Rapid City, SD ",17308,,,
Tennessee,"American Baptist College, Nashville, TN ",21114,,,
Tennessee,"Austin Peay State University, Clarksville, TN ",27289,,,
Tennessee,"Baptist Health Sciences University, Memphis, TN ",17826,,,
Tennessee,"Belmont University, Nashville, TN ",55610,,,
Tennessee,"Bethel University, McKenzie, TN ",28705,,,
Tennessee,"Bryan College-Dayton, Dayton, TN ",27450,,,
Tennessee,"Carson-Newman University, Jefferson City, TN ",45207,,,
Tennessee,"Chattanooga College Medical Dental and & Technical Careers, Chattanooga, TN ",10690,,,
Tennessee,"Chattanooga State Community College, Chattanooga, TN ",17750,,,
Tennessee,"Christian Brothers University, Memphis, TN ",48031,,,
Tennessee,"Cleveland State Community College, Cleveland, TN ",17730,,,
Tennessee,"Columbia State Community College, Columbia, TN ",18104,,,
Tennessee,"Cumberland University, Lebanon, TN ",38200,,,
Tennessee,"Dyersburg State Community College, Dyersburg, TN ",17740,,,
Tennessee,"East Tennessee State University, Johnson City, TN ",24060,,,
Tennessee,"Fisk University, Nashville, TN ",35996,,,
Tennessee,"Fortis Institute-Cookeville, Cookeville, TN ",14644,,,
Tennessee,"Fortis Institute-Nashville, Nashville, TN ",15237,,,
Tennessee,"Freed-Hardeman University, Henderson, TN ",33540,,,
Tennessee,"Galen Health Institutes-Nashville Campus, Nashville, TN ",16400,,,
Tennessee,"Herzing University-Nashville, Nashville, TN ",13420,,,
Tennessee,"Jackson State Community College, Jackson, TN ",17716,,,
Tennessee,"John A Gupton College, Nashville, TN ",12040,,,
Tennessee,"Johnson University, Knoxville, TN ",29596,,,
Tennessee,"King University, Bristol, TN ",45062,,,
Tennessee,"Lane College, Jackson, TN ",19400,,,
Tennessee,"Le Moyne-Owen College, Memphis, TN ",18176,,,
Tennessee,"Lee University, Cleveland, TN ",32030,,,
Tennessee,"Lincoln Memorial University, Harrogate, TN ",37958,,,
Tennessee,"Lipscomb University, Nashville, TN ",53628,,,
Tennessee,"Maryville College, Maryville, TN ",51514,,,
Tennessee,"Mid-South Christian College, Memphis, TN ",16505,,,
Tennessee,"Middle Tennessee State University, Murfreesboro, TN ",40746,,,
Tennessee,"Milligan University, Milligan, TN ",47350,,,
Tennessee,"Motlow State Community College, Tullahoma, TN ",17736,,,
Tennessee,"Nashville State Community College, Nashville, TN ",17698,,,
Tennessee,"Northeast State Community College, Blountville, TN ",17742,,,
Tennessee,"Nossi College of Art and Design, Nashville, TN ",20350,,,
Tennessee,"Pellissippi State Community College, Knoxville, TN ",17776,,,
Tennessee,"Remington College-Memphis Campus, Memphis, TN ",20047,,,
Tennessee,"Remington College-Nashville Campus, Nashville, TN ",21230,,,
Tennessee,"Rhodes College, Memphis, TN ",67802,,,
Tennessee,"Roane State Community College, Harriman, TN ",18622,,,
Tennessee,"SAE Institute of Technology-Nashville, Nashville, TN ",17027,,,
Tennessee,"South College, Knoxville, TN ",17935,,,
Tennessee,"Southern Adventist University, Collegedale, TN ",34050,,,
Tennessee,"Southwest Tennessee Community College, Memphis, TN ",17750,,,
Tennessee,"Strayer University-Tennessee, Memphis, TN ",13920,,,
Tennessee,"Tennessee State University, Nashville, TN ",32404,,,
Tennessee,"Tennessee Technological University, Cookeville, TN ",30618,,,
Tennessee,"Tennessee Wesleyan University, Athens, TN ",38680,,,
Tennessee,"The University of Tennessee Southern, Pulaski, TN ",19106,,,
Tennessee,"The University of Tennessee-Chattanooga, Chattanooga, TN ",28260,,,
Tennessee,"The University of Tennessee-Knoxville, Knoxville, TN ",44474,,,
Tennessee,"The University of Tennessee-Martin, Martin, TN ",23528,,,
Tennessee,"The University of the South, Sewanee, TN ",69036,,,
Tennessee,"Trevecca Nazarene University, Nashville, TN ",39940,,,
Tennessee,"Tusculum University, Greeneville, TN ",39250,,,
Tennessee,"Union University, Jackson, TN ",50616,,,
Tennessee,"University of Memphis, Memphis, TN ",25128,,,
Tennessee,"Vanderbilt University, Nashville, TN ",85000,,,
Tennessee,"Visible Music College, Memphis, TN ",29000,,,
Tennessee,"Volunteer State Community College, Gallatin, TN ",17724,,,
Tennessee,"Walters State Community College, Morristown, TN ",17719,,,
Tennessee,"Welch College, Gallatin, TN ",29212,,,
Tennessee,"William R Moore College of Technology, Memphis, TN ",9678,,,
Tennessee,"Williamson Christian College, Franklin, TN ",15010,,,
Texas,"Abilene Christian University, Abilene, TX ",54880,,,
Texas,"Abilene Christian University-Undergraduate Online, Addison, TX ",14520,,,
Texas,"Alvin Community College, Alvin, TX ",4330,,,
Texas,"Amarillo College, Amarillo, TX ",4704,,,
Texas,"American InterContinental University-Houston, Houston, TX ",14842,,,
Texas,"Angelina College, Lufkin, TX ",13114,,,
Texas,"Angelo State University, San Angelo, TX ",30199,,,
Texas,"Arizona College of Nursing-Dallas, Dallas, TX ",23760,,,
Texas,"Arlington Baptist University, Arlington, TX ",27600,,,
Texas,"Austin College, Sherman, TX ",59995,,,
Texas,"Austin Community College District, Austin, TX ",10590,,,
Texas,"Aviation Institute of Maintenance-Dallas, Irving, TX ",16757,,,
Texas,"Aviation Institute of Maintenance-Houston, Houston, TX ",16757,,,
Texas,"Baptist Health System School of Health Professions, San Antonio, TX ",14675,,,
Texas,"Baptist Missionary Association Theological Seminary, Jacksonville, TX ",19050,,,
Texas,"Baptist University of the Americas, San Antonio, TX ",15350,,,
Texas,"Baylor University, Waco, TX ",69079,,,
Texas,"Blinn College District, Brenham, TX ",21830,,,
Texas,"Brazosport College, Lake Jackson, TX ",4711,,,
Texas,"Central Texas College, Killeen, TX ",14523,,,
Texas,"Chamberlain University-Texas, Houston, TX ",19686,,,
Texas,"Christ Mission College, San Antonio, TX ",13551,,,
Texas,"Cisco College, Cisco, TX ",10971,,,
Texas,"Clarendon College, Clarendon, TX ",10192,,,
Texas,"Coastal Bend College, Beeville, TX ",12244,,,
Texas,"College of Biblical Studies-Houston, Houston, TX ",13275,,,
Texas,"College of the Mainland, Texas City, TX ",3873,,,
Texas,"Collin County Community College District, McKinney, TX ",15334,,,
Texas,"Commonwealth Institute of Funeral Service, Houston, TX ",15313,,,
Texas,"Concordia University Texas, Austin, TX ",49630,,,
Texas,"Criswell College, Dallas, TX ",22991,,,
Texas,"Culinary Institute Inc, Houston, TX ",18539,,,
Texas,"Dallas Baptist University, Dallas, TX ",48355,,,
Texas,"Dallas Christian College, Dallas, TX ",30361,,,
Texas,"Dallas College, Dallas, TX ",6000,,,
Texas,"Dallas Institute of Funeral Service, Dallas, TX ",13496,,,
Texas,"Del Mar College, Corpus Christi, TX ",6050,,,
Texas,"DeVry University-Texas, Irving, TX ",17488,,,
Texas,"East Texas Baptist University, Marshall, TX ",40679,,,
Texas,"El Paso Community College, El Paso, TX ",5314,,,
Texas,"Frank Phillips College, Borger, TX ",9856,,,
Texas,"Galen College of Nursing-San Antonio, San Antonio, TX ",16400,,,
Texas,"Galen Health Institutes-Austin Campus, Round Rock, TX ",16400,,,
Texas,"Galen Health Institutes-Dallas, Richardson, TX ",16400,,,
Texas,"Galen Health Institutes-Houston, Houston, TX ",16400,,,
Texas,"Galveston College, Galveston, TX ",14238,,,
Texas,"Grace School of Theology, Conroe, TX ",6760,,,
Texas,"Grayson College, Denison, TX ",13320,,,
Texas,"Hardin-Simmons University, Abilene, TX ",42320,,,
Texas,"Hill College, Hillsboro, TX ",8920,,,
Texas,"Houston Christian University, Houston, TX ",48916,,,
Texas,"Houston Community College, Houston, TX ",5460,,,
Texas,"Houston International College Cardiotech Ultrasound School, Houston, TX ",11978,,,
Texas,"Howard College, Big Spring, TX ",11914,,,
Texas,"Howard Payne University, Brownwood, TX ",43396,,,
Texas,"Huston-Tillotson University, Austin, TX ",23152,,,
Texas,"Interactive College of Technology, Pasadena, TX ",10970,,,
Texas,"Interactive College of Technology, Houston, TX ",10970,,,
Texas,"Interactive College of Technology, Houston, TX ",10970,,,
Texas,"Jacksonville College-Main Campus, Jacksonville, TX ",16820,,,
Texas,"Jarvis Christian University, Hawkins, TX ",21600,,,
Texas,"KD Conservatory College of Film and Dramatic Arts, Dallas, TX ",18080,,,
Texas,"Kilgore College, Kilgore, TX ",12400,,,
Texas,"Lamar Institute of Technology, Beaumont, TX ",12924,,,
Texas,"Lamar State College-Orange, Orange, TX ",13824,,,
Texas,"Lamar State College-Port Arthur, Port Arthur, TX ",8070,,,
Texas,"Lamar University, Beaumont, TX ",28754,,,
Texas,"Laredo College, Laredo, TX ",5748,,,
Texas,"Lee College, Baytown, TX ",4302,,,
Texas,"LeTourneau University, Longview, TX ",46070,,,
Texas,"Lone Star College System, The Woodlands, TX ",8700,,,
Texas,"Lubbock Christian University, Lubbock, TX ",36196,,,
Texas,"McLennan Community College, Waco, TX ",5910,,,
Texas,"McMurry University, Abilene, TX ",41160,,,
Texas,"Messenger College, Bedford, TX ",23835,,,
Texas,"Midland College, Midland, TX ",12030,,,
Texas,"Midwestern State University, Wichita Falls, TX ",22500,,,
Texas,"Navarro College, Corsicana, TX ",14571,,,
Texas,"North American University, Stafford, TX ",21196,,,
Texas,"North Central Texas College, Gainesville, TX ",12027,,,
Texas,"Northeast Lakeview College, Universal City, TX ",14422,,,
Texas,"Northeast Texas Community College, Mount Pleasant, TX ",12674,,,
Texas,"Northwest Vista College, San Antonio, TX ",14422,,,
Texas,"Odessa College, Odessa, TX ",11606,,,
Texas,"Our Lady of the Lake University, San Antonio, TX ",42434,,,
Texas,"Palo Alto College, San Antonio, TX ",14422,,,
Texas,"Panola College, Carthage, TX ",11924,,,
Texas,"Paris Junior College, Paris, TX ",11481,,,
Texas,"Parker University, Dallas, TX ",17457,,,
Texas,"Paul Quinn College, Dallas, TX ",21148,,,
Texas,"Prairie View A & M University, Prairie View, TX ",37191,,,
Texas,"Ranger College, Ranger, TX ",13739,,,
Texas,"Redeemers University North America, Greenville, TX ",6800,,,
Texas,"Remington College-Dallas Campus, Dallas, TX ",23785,,,
Texas,"Remington College-Fort Worth Campus, North Richland Hills, TX ",19341,,,
Texas,"Remington College-Houston Southeast Campus, League City, TX ",13484,,,
Texas,"Remington College-North Houston Campus, Houston, TX ",20001,,,
Texas,"Remington College-Online Dallas, Dallas, TX ",15764,,,
Texas,"Rice University, Houston, TX ",74028,,,
Texas,"Saint Edward's University, Austin, TX ",65394,,,
Texas,"Sam Houston State University, Huntsville, TX ",30740,,,
Texas,"San Antonio College, San Antonio, TX ",14422,,,
Texas,"San Jacinto Community College, Pasadena, TX ",5352,,,
Texas,"Schreiner University, Kerrville, TX ",47803,,,
Texas,"South Plains College, Levelland, TX ",10167,,,
Texas,"South Texas College, McAllen, TX ",7500,,,
Texas,"South Texas Training Center, Pharr, TX ",12370,,,
Texas,"South University-Austin, Round Rock, TX ",18238,,,
Texas,"Southern Methodist University, Dallas, TX ",82690,,,
Texas,"Southwest College for the Deaf, Big Spring, TX ",19883,,,
Texas,"Southwest Texas Junior College, Uvalde, TX ",12294,,,
Texas,"Southwest University at El Paso, El Paso, TX ",16000,,,
Texas,"Southwestern Adventist University, Keene, TX ",33620,,,
Texas,"Southwestern Assemblies of God University, Waxahachie, TX ",27660,,,
Texas,"Southwestern Christian College, Terrell, TX ",19163,,,
Texas,"Southwestern University, Georgetown, TX ",64686,,,
Texas,"St Philip's College, San Antonio, TX ",14422,,,
Texas,"St. Mary's University, San Antonio, TX ",47962,,,
Texas,"Stephen F Austin State University, Nacogdoches, TX ",31822,,,
Texas,"Strayer University-Texas, Farmers Branch, TX ",13920,,,
Texas,"Sul Ross State University, Alpine, TX ",27714,,,
Texas,"Tarleton State University, Stephenville, TX ",28804,,,
Texas,"Tarrant County College District, Fort Worth, TX ",8235,,,
Texas,"Temple College, Temple, TX ",6696,,,
Texas,"Texarkana College, Texarkana, TX ",5332,,,
Texas,"Texas A & M International University, Laredo, TX ",29032,,,
Texas,"Texas A & M University-College Station, College Station, TX ",53482,,,
Texas,"Texas A & M University-Commerce, Commerce, TX ",32434,,,
Texas,"Texas A & M University-Corpus Christi, Corpus Christi, TX ",33902,,,
Texas,"Texas A & M University-Kingsville, Kingsville, TX ",36929,,,
Texas,"Texas A&M University-Central Texas, Killeen, TX ",16419,,,
Texas,"Texas A&M University-San Antonio, San Antonio, TX ",33884,,,
Texas,"Texas A&M University-Texarkana, Texarkana, TX ",33029,,,
Texas,"Texas Christian University, Fort Worth, TX ",72020,,,
Texas,"Texas College, Tyler, TX ",18008,,,
Texas,"Texas Lutheran University, Seguin, TX ",46800,,,
Texas,"Texas Southern University, Houston, TX ",32687,,,
Texas,"Texas Southmost College, Brownsville, TX ",4948,,,
Texas,"Texas State Technical College, Waco, TX ",21277,,,
Texas,"Texas State University, San Marcos, TX ",35480,,,
Texas,"Texas Tech University, Lubbock, TX ",34911,,,
Texas,"Texas Wesleyan University, Fort Worth, TX ",50958,,,
Texas,"Texas Woman's University, Denton, TX ",30078,,,
Texas,"The Chicago School at Dallas, Richardson, TX ",20844,,,
Texas,"The King's University, Southlake, TX ",12480,,,
Texas,"The University of Texas at Arlington, Arlington, TX ",40242,,,
Texas,"The University of Texas at Austin, Austin, TX ",56914,,,
Texas,"The University of Texas at Dallas, Richardson, TX ",53896,,,
Texas,"The University of Texas at El Paso, El Paso, TX ",36376,,,
Texas,"The University of Texas at San Antonio, San Antonio, TX ",33808,,,
Texas,"The University of Texas at Tyler, Tyler, TX ",35908,,,
Texas,"The University of Texas Permian Basin, Odessa, TX ",35992,,,
Texas,"The University of Texas Rio Grande Valley, Edinburg, TX ",29601,,,
Texas,"Trinity University, San Antonio, TX ",65824,,,
Texas,"Trinity Valley Community College, Athens, TX ",13504,,,
Texas,"Tyler Junior College, Tyler, TX ",15210,,,
Texas,"University of Dallas, Irving, TX ",65240,,,
Texas,"University of Houston, Houston, TX ",33021,,,
Texas,"University of Houston-Clear Lake, Houston, TX ",32344,,,
Texas,"University of Houston-Downtown, Houston, TX ",17788,,,
Texas,"University of Houston-Victoria, Victoria, TX ",27785,,,
Texas,"University of Mary Hardin-Baylor, Belton, TX ",43870,,,
Texas,"University of North Texas, Denton, TX ",32049,,,
Texas,"University of North Texas at Dallas, Dallas, TX ",32143,,,
Texas,"University of St Thomas, Houston, TX ",43908,,,
Texas,"University of the Incarnate Word, San Antonio, TX ",49406,,,
Texas,"Vernon College, Vernon, TX ",12618,,,
Texas,"Vet Tech Institute of Houston, Houston, TX ",16024,,,
Texas,"Victoria College, Victoria, TX ",5256,,,
Texas,"Wade College, Dallas, TX ",17692,,,
Texas,"Wayland Baptist University, Plainview, TX ",32542,,,
Texas,"Weatherford College, Weatherford, TX ",17400,,,
Texas,"West Coast University-Dallas, Richardson, TX ",16715,,,
Texas,"West Texas A & M University, Canyon, TX ",20445,,,
Texas,"Western Texas College, Snyder, TX ",11635,,,
Texas,"Wharton County Junior College, Wharton, TX ",11168,,,
Texas,"Wiley University, Marshall, TX ",17500,,,
Utah,"Arizona College of Nursing-Salt Lake City, Murray, UT ",22586,,,
Utah,"Brigham Young University, Provo, UT ",16216,,,
Utah,"Eagle Gate College-Murray, Murray, UT ",16491,,,
Utah,"Ensign College, Salt Lake City, UT ",3888,,,
Utah,"Fortis College-Salt Lake City, Salt Lake City, UT ",13112,,,
Utah,"Galen Health Institutes-Salt Lake City, Draper, UT ",15860,,,
Utah,"Joyce University of Nursing and Health Sciences, Draper, UT ",20780,,,
Utah,"Midwives College of Utah, Salt Lake City, UT ",8256,,,
Utah,"Neumont College of Computer Science, Salt Lake City, UT ",42099,,,
Utah,"Provo College, Provo, UT ",16491,,,
Utah,"Salt Lake Community College, Salt Lake City, UT ",13701,,,
Utah,"Snow College, Ephraim, UT ",19180,,,
Utah,"Southern Utah University, Cedar City, UT ",29410,,,
Utah,"University of Utah, Salt Lake City, UT ",42235,,,
Utah,"Utah State University, Logan, UT ",33446,,,
Utah,"Utah Tech University, Saint George, UT ",26952,,,
Utah,"Utah Valley University, Orem, UT ",17830,,,
Utah,"Weber State University, Ogden, UT ",26316,,,
Utah,"Western Governors University, Salt Lake City, UT ",8300,,,
Utah,"Westminster University, Salt Lake City, UT ",53186,,,
Vermont,"Bennington College, Bennington, VT ",83284,,,
Vermont,"Champlain College, Burlington, VT ",62450,,,
Vermont,"Community College of Vermont, Montpelier, VT ",13640,,,
Vermont,"Goddard College, Plainfield, VT ",21668,,,
Vermont,"Landmark College, Putney, VT ",78600,,,
Vermont,"Middlebury College, Middlebury, VT ",83880,,,
Vermont,"Norwich University, Northfield, VT ",63600,,,
Vermont,"Saint Michael's College, Colchester, VT ",66535,,,
Vermont,"Sterling College, Craftsbury Common, VT ",51710,,,
Vermont,"University of Vermont, Burlington, VT ",57244,,,
Vermont,"Vermont State University, Randolph, VT ",34306,,,
Virginia,University of Virginia-Main Campus,35848,#232D4B,#F9B233,
Virginia,Virginia Tech,31524,#630031,#A7A8AA,
Virginia,George Mason University,30624,#004A87,#F2A900,
Virginia,James Madison University,28620,#003366,#FFFFFF,
Virginia,Old Dominion University,29520,#003366,#FFFFFF,
Virginia,Virginia Commonwealth University,30524,#003366,#FFFFFF,
Virginia,Radford University,27620,#C8102E,#231F20,
Virginia,Liberty University,29500,#660000,#FFFFFF,
Virginia,Christopher Newport University,27620,#002D62,#C8102E,#FFFFFF
Virginia,Hampton University,25000,#002D62,#C8102E,#FFFFFF
Virginia,Norfolk State University,25000,#002D62,#C8102E,#FFFFFF
Virginia,Shenandoah University,41000,#0033A0,#FFD100,
Virginia,Virginia State University,19730,#006747,#FFFFFF,
Virginia,Mary Baldwin University,41000,#0033A0,#FFD100,
Virginia,Emory & Henry College,41000,#0033A0,#FFD100,
Virginia,Ferrum College,41000,#0033A0,#FFD100,
Virginia,Randolph College,41000,#0033A0,#FFD100,
Virginia,Sweet Briar College,41000,#0033A0,#FFD100,
Virginia,Virginia Wesleyan University,41000,#0033A0,#FFD100,
Virginia,Washington and Lee University,57000,#4E2A84,#A7A8AA,
Virginia,Averett University,29500,#660000,#FFFFFF,
Virginia,Bluefield College,29500,#660000,#FFFFFF,
Virginia,Bridgewater College,29500,#660000,#FFFFFF,
Virginia,Bristol University,29500,#660000,#FFFFFF,
Virginia,Eastern Mennonite University,29500,#660000,#FFFFFF,
Virginia,Emmanuel College,29500,#660000,#FFFFFF,
Virginia,Germanna Community College,10200,#98A1BC,#555879,
Virginia,Goucher College,53500,#8C1D40,#231F20,
Virginia,Hollins University,41000,#0033A0,#FFD100,
Virginia,Lord Fairfax Community College,10200,#98A1BC,#555879,
Virginia,Lynchburg College,41000,#0033A0,#FFD100,
Washington,"Academy of Interactive Entertainment, Seattle, WA ",24600,,,
Washington,"Bates Technical College, Tacoma, WA ",11518,,,
Washington,"Bellevue College, Bellevue, WA ",29605,,,
Washington,"Bellingham Technical College, Bellingham, WA ",5555,,,
Washington,"Big Bend Community College, Moses Lake, WA ",24865,,,
Washington,"Cascadia College, Bothell, WA ",10864,,,
Washington,"Central Washington University, Ellensburg, WA ",43085,,,
Washington,"Centralia College, Centralia, WA ",23508,,,
Washington,"City University of Seattle, Seattle, WA ",26202,,,
Washington,"Clark College, Vancouver, WA ",10380,,,
Washington,"Clover Park Technical College, Lakewood, WA ",6634,,,
Washington,"Columbia Basin College, Pasco, WA ",18689,,,
Washington,"Cornish College of the Arts, Seattle, WA ",55673,,,
Washington,"DigiPen Institute of Technology, Redmond, WA ",53640,,,
Washington,"Eastern Washington University, Cheney, WA ",40772,,,
Washington,"Edmonds College, Lynnwood, WA ",29975,,,
Washington,"Everett Community College, Everett, WA ",28048,,,
Washington,"Faith International University, Tacoma, WA ",8850,,,
Washington,"Gonzaga University, Spokane, WA ",68580,,,
Washington,"Grays Harbor College, Aberdeen, WA ",10629,,,
Washington,"Great Northern University, Spokane, WA ",29238,,,
Washington,"Green River College, Auburn, WA ",5105,,,
Washington,"Heritage University, Toppenish, WA ",19920,,,
Washington,"Highline College, Des Moines, WA ",18182,,,
Washington,"Lake Washington Institute of Technology, Kirkland, WA ",11017,,,
Washington,"Lower Columbia College, Longview, WA ",23501,,,
Washington,"North Seattle College, Seattle, WA ",5547,,,
Washington,"Northwest College of Art & Design, Tacoma, WA ",18100,,,
Washington,"Northwest Indian College, Bellingham, WA ",9469,,,
